1533148840# #D4.城堡内部。
1543937409# #小米今天两个半月，打三联疫苗针，外凃驱虫药，忙得不亦乐乎。小傢伙出外就怂了，乖得不行，恢复幼猫本色。
1533486076# #D8.中学课本学习过的格林威治天文台，还有本初子午线、东经、西经doge未见建筑物，先见日光浴哈哈哈哈顺着一条林荫小道，爬上丘陵，到达天文台。
1524098584# #如果每次这么出差，Ido哈哈哈哈
1666586663# #熟悉的画面、音乐，永远的瓦尔特！童年的美好回忆。
1551255407# #困在猫笼里，自己找乐子笑cry笑cry笑cry
1533312142# #D6.小镇风情之二。
1571892734# #国内飞了很多次，也去了很多城市和景点，深感票价与距离关系不大，而是与需求相关。例如今天青岛一广州，早班机7点50便宜，因为机场远没人起这么早！而下一班机12点50没折扣，贵很多，因为大家都觉得这个时点很好，况且7-12点之间几乎没有其他选择。如果不信，前年春节海南大堵车，自驾游客来不及坐轮
1533381579# #D7.乘坐观光公交看伦敦之七。图2是公交车上的耳机接口，可以听沿途的美景介绍，选择10频道是中文（把中国放这么后嘘）图6是梅西百货，图8-9是位于泰晤士河南边的滑铁卢地铁站，估计拿破仑在地下有知，定会不爽笑cry
1533050475# #D3.国王学院的大教堂，600年历史，值得一看。
1601490724# #进入初三，孩子压力很大，要求自己今晚必须完成假期作业，后面还有很多事要做。好吧，老爹陪你doge祝大家中秋快乐！
1548333090# #这个地方不错。
1624089686# #孩子这届的初三生，太难了！2020年已留家上了三个月网课，没想到今年5月又碰到局部疫情，连带6月中考也延迟了……，现在教育局也没给出具体考试时间，只是定在7月。
1669804458# #香港电视台今次很得体，播音主持黑色套装。
1521504906# #昨天忙得不亦乐乎。上午终审会，下午预审会，期间还处理一些邮件和OA，居然忘了当天是哥入职公司七周年。时间、光明、岁月，转眼即逝，当年未上学的孩子现在小升初了。人生苦短，贵在坚持。自勉。
1564847956# #后花园。
1523278058# #晚上又是提前打客服电话要求打印登机牌，东航妹子真不错goodgoodgood不过呢这事多干几次，估计会被列入黑名单。
1564483854# #好玩的老外。苏格兰pitlochrydam是个小水坝，如果放在天朝就是一个小工程，根本不起眼也不入流。但英国人却很把它当回事，专门在旁边建造了个纪念馆，顺便再卖点咖啡、糕点和纪念品，生财有道啊哈哈哥进去转了一圈，啥也沒买，吸收了好多精神食粮，顺便去了趟免费洗手间doge对，你没看错，免！费
1564605115# #单凭有5个床，就感觉这房价，真心不贵！
1533490033# #D8.观光车游伦敦之十三。两天的通票（乘车与坐船）今晚到期，两天的伦敦游印象深刻，非常感谢Citycruises旅游公司。也算是为他做个活广告！
1699416247# #猎德村，这是为明年龙舟赛准备吗笑cry
1655309231# #华南地区连日暴雨，航班大面积取消，不敢坐飞机，往返福州只好选高铁，单程5个半小时。尽管如此，高铁一样延误，据说是路基受损，部分段限速，加上临时停车，回程足足花了8个小时失望醉了！
1544493946# #昨晚孩子打电话回来，有点意外！平时他都是周三打电话，周一打电话非常罕见！太太接听后说了几句后，孩子要求我听电话。原来周日晚数学周测不理想，当然排名也不好，他告诉了我是准备不足，选择题错得多，最后压轴题也做错了。我告诉他“没关系，这次没考好，下次再来，人生不止一场考试。最重要是及时
1532946360# #D2-2。古亚述帝国的浮雕。
1568107371# #goodgoodgood
1600557672# #太阳雨
1546910634# #昨晚同事推荐了位于复旦大学旁的这家“将将好酒”，小资情调严重，不过几个小菜倒是精致美味，份量也行，再来一壶十六年女儿红，李白《将进酒》大概也就是这个意境吧！
1527151195# #成都天府新区。
1682869018# #麻城姑舅表哥的儿子娶媳妇，小弟几个月前已获邀请，必须来也很期待来。屈指一算，上次来麻城还是40年前。新娘子是湖北秭归人，昭君故里，很漂亮！一方水土养一方人。恭喜表哥表嫂、恭喜表外甥伉俪，百年好合！早生贵子！中午大宴，晚上小酌，小龙虾，走起来！晚上的麻城好热闹！
1564835511# #英国的双层巴士，硬件真是666goodgoodgood
1532944698# #D2.英伦重头戏-大英博物馆。第一站古希腊雕塑建筑。
1559703417# #爱吃雪糕的猫。它会得糖尿病吗？哈哈
1603338571# #两周煎熬，至暗时刻，已经过去！命运，是否支配一生？不肯，绝对不肯接受命运，宁愿与它对抗，都不许造物弄人！冲破厄运，和你一起抗拒命运，陪着你一起奋斗！虽知冬天即将来临，但坚信春天不会遥远！光明就在前方！
1656635087# #七月，你好！
1601127740# #掐指一算，已有三年没来了。之前每次来都会绕西湖走走，转个大圈。今天，也不例外。“八月桂花香”，苏堤上的香味熏人！“断桥不断，孤山不孤”，楼外楼酒家一如往常热闹。天气正好，游客不多，再过几天估计就人头涌涌！
1530457735# #山重水复疑无路，柳暗花明又一村。剧情反转再反转，本以为已定白云广雅，谁不知昨天下午接到天河省实短信，通知今早去面试。上午我们去到学校，长长的队伍一眼望不到头，估计得有1000多人，8点50进去，12点半出来，单面+人机面试。下午5点多接到电话通知录取，关注短信。焦虑中过了4个小时，21点26分收
1535675312# #军训结束，昨天倾盆大雨去接孩子。很惊讶，咋这么多行李？拉杆箱、旅行包和书包，不就是些脏衣脏鞋，至于吗？爷俩保护行李淋成落汤鸡失望失望晚上清查，才发现傻小子什么都带回家了，除了干净衣服，还有生活用品如洗发水、纸巾、梳子什么的抓狂我存心逗他，那一箱牛奶为何不拿回家？答曰：太重，
1526142840# #晚上陪孩子去金逸影城，买了他喜欢的《复仇者联盟3》。对这类电影，我一向没兴趣，也没打算进去。电影超长两个半小时，只能在外闲逛，可能是许久没来，维家思广场变化挺大，三四楼几乎大变样，引入了诸多广州老三区的元素，真是很怀念以前的时光。点赞👍
1599182027# #出差两天，无论是见合作伙伴还是亲朋戚友，疫情都是绕不开的话题。某同学是体制内的，疫情期间下沉某社区50天，每天至少爬几栋楼，测温、记录、派发出入证、送菜送货，老房子没电梯，累得不行，胖子变成瘦子。小弟深受感动，惭愧自己没做什么。市面基本恢复正常，车多堵，餐饮行业比想象要好！吃饭还要
1677586439# #好久没来花城广场，今天难得！
1553658716# #春游，长隆飞鸟世界。
1579060142# #襄阳-汉口的高铁，居然有一站在武汉天河机场，大赞👍下雪了❄️，瑞雪兆丰年！
1686097355# #我每次晨炼后，总感觉肚子又小了点笑cry
1533046485# #D3.这家店味道很好，尤其是炸鱼薯条、烤土豆泥，牛肉也不错。老人家赞不绝口，价格含税含小费45Pgood
1564330441# #导游说，这个桥跟《哈里波特》第二季有关，但我完全不知道，因为小说和电影都没看过悲伤
1533122775# #D4.到达温莎城堡。今天租个公寓，换个玩法挤眼
1533301487# #D6.巴斯是珍妮·奥斯汀的故乡，假如你读过《傲慢与偏见》，就一定知道她。可我只是听过，未曾拜读汗但她却是我们家女主人的偶像哦！
1549103470# #红墈车站，去年此时就已开始翻修，时至今日居然还没完工，芝麻绿豆大的工程拖拖拉拉怒每天成千上万的往来游客在这环境中候车，也没有饮食供应，醉了服了！香港这效率挖鼻
1527717498# #早晨！广州。
1566537590# #嘉兴，一座秀美的江南小镇。
1635744607# #上周和太太在花城汇觅食“医肚”，再次见到这家店。想起去年疫情严重的时候，有次也是全家人经过它，周围零星也开了几家店，当时真担心它捱不下去。现在一切安好！祝愿它生意红火！
1702688654# #今天是小弟“牛一”，我、太太和妈妈来泮溪喝早茶。今早13度，真冷啊！一夜间，降温15度。昨晚还是短袖吹风扇呢哈哈
1568638479# #大佬的坐姿dogedogedoge
1535675607# #军训好习惯！早上6点半起床了，翻箱倒柜找衣服，全家都醒了！脱OK镜、洗漱、早读，还说什么今天起晚了，平时在校都是6点起来的！唉，以后这日子没法过了……委屈委屈
1578144048# #花了一个下午，把孩子本学期数学、物理学案整理好了！老爸能做的就这些了，剩下靠你自己努力💪。祝期末考顺利！
1669712672# #广州昨天阳7200+，持平，不过第一让给了重庆。今天，横跨天河、海珠的猎德桥已经开通，不再风控，但往来车辆不多，总体趋势向好。股市暴涨，是不是有内幕消息呢？
1531354250# #这几天太累！昨晚11点倒头就睡，一觉睡到自然醒，天亮了！错过了荡气回肠跌宕起伏的半决赛，不过结果在意料之中，克英大战真的演变成“克英”。祝贺克罗地亚good，首进大赛决赛！祝福魔笛、拉蒂基奇、曼殊基奇、佩罗基奇（一帮老司机）嘻嘻相信历史就是拿来改写的，纪录也是拿来破的哈哈哈哈
1526662688# #再下一城。孩子，我为你骄傲！
1672991818# #今早起床时纠结了好一会儿，无他！到底是穿毛衣还是卫衣笑cry按照过往生活经验，通常当天最低温10度以下我会穿毛衣，高于10度则穿卫衣。但阳过后，人畏寒、怕冷，不自觉多穿，颠覆了过往习惯。但问题是，广州近来太阳高照大晴天，中午差不多20度，毛衣真心穿不住，但不穿呢早上又感觉冷，唉！都是新
1520301850# #这家酒店不奢华，但非常朴实，设备实用，很有小资情调，充分体现了海派文化。早晨起来，发现有家小学正在升国旗！啊！我的少年时代……挤眼
1561436019# #罕见。还是咱家的猫温顺！
1634209792# #为国外回来的外甥接风洗尘。推荐这家东南亚店，不错！
1549383287# #春晚小岳岳说：瓦里加个千，念千瓦！我当时就不厚道地笑了，肯定有人认为岳云鹏胡说八道在搞气氛！但其实我早就认识它呲牙有图有真相，1957年邮电部发行的特19”治理黄河”已有此字。中国历史上，有两次大规模汉语词汇引进，第一次是唐朝玄奘法师西行求法，十七载后东归，佛经翻译过程中，从梵语
1651304490# #疫情反反复复，没完没了！眼见香港上海的重症个案，考虑再三，最终还是带母亲来打疫苗，北京生物。
1547353476# #为加深孩子对西汉时期历史的认识，特游此地。广州仔，不知道广州历史，那是不行的。
1530269668# #今天是小升初民办初中网上报名日。上午9点半登陆，360很卡塞车，果断转谷歌浏览器，顺利登陆，虽然中间有点卡，但还算不错。一口气报了四个志愿，除了两票外另选了两个心仪的热校。希望大不大无所谓了，不报才没希望！明天去面试，希望顺利！看看天上会否掉馅饼哈哈哈哈哈哈等待……
1538698291# #黄金周休息了几天，孩子今天恢复正常作息，开始补课。哥也得写点啥了，否则节前的尽调就全忘了笑cry笑cry
1601644147# #十五的月亮十六圆。
1533140707# #D4.温莎城堡外部。
1565209691# #再次盖特维克机场起飞，再次坐阿联酋380！
1661610438# #晚上继续嗨！让你一次玩个够！下周收心好好学习挤眼
1535708042# #必须mark
1664626152# #国庆假期，估计大部分广州人都没出外，停车场没车位；很多外地朋友来广州，街上车水马龙，堵得不行。酒楼也是，中午喝茶等位，晚上吃饭排队笑cry
1529710069# #广州外国语学校，我们来了！
1668313103# #广州疫情数据居高不下，连续两天3000+，应该在高位平台，估计拐点还得几天。海珠区仍是重灾区，荔湾和越秀有增加趋势，但不会像海珠那样，毕竟这两区没有那么多城中村，相对好管控。好消息是海珠社会面很少，数据主要在隔离人群，但由于整体人数大，区政府迫于无奈，昨晚已经征用区学校教室，估计是将
1558761447# #上午有课、中午评讲、下午钢琴、晚上篮球，一天不归家。每周六中午，这里就是一家三口的饭堂。各点各的，这样最方便。
1602754208# #心神恍惚，平生第一次ATM取款被吞卡。
1532958807# #D2-9。中国风。
1533652659# #D10.就要离开英国，说说印象深刻的伦敦地铁。老实说地铁挺贵的，跨区换线三四个站可以收2-3镑。我坐过市区四条线，其中districtandcircleline条件最好，设备新在地面跑，空气好也有空调。另外三条深入地下的centre、northern、piccadillyline，机车吭哧吭哧响，没空调、车厢间封住不能走动，座位
1595463488# #暑假，旅游季。人真多！经验主义害我不浅。
1630288828# #自广州5月疫情以来，就没去外省出差。今早到机场，好像有点想坐飞机的感觉！
1548914643# #香港中文大学，依山傍海，环境优美。
1550198835# #佛山南海出个短差，当天来回。
1587182457# #广州疫情趋重，只能居家办公，虽有不便，但好处是减少了往返两个多小时的通勤，多些时间休息，辅导孩子功课。当然闲暇之时也可以看邮书、整理邮票和封片，反正出去也没地方去。三十多年来，曾经不止一人问我，为什么集邮？现在还有意思吗？这个问题我从未细想，但集邮高尚广博是无疑的，它增加智慧、陶
1532893654# #见到英国版的7-11笑cry笑cry要知道，英国服务业的大佬们，周日真的全天休息不上班的！
1646319755# #俄乌战争，外交部发言人已经说了很多，不再重复。我始终认为，大是大非面前，必须相信我的国doge更令我无限感慨的是，西方所谓的—艺术无国界、科学无国界、体育无国界、永久中立国、私人财产神圣不可侵犯，这次不再无国界、不再中立和不可侵犯了挖鼻看来动物是人类的好朋友，也是西方鼓吹的理念，
1545736230# #体检，再打一针嘻嘻
1601163330# #晨曦，跑起。欣赏西湖晨美！终点是星巴克，来杯拿铁，鼓励自己！哈哈哈哈
1533140116# #D4.中午在湖边对付一餐。又见飞机！
1532970362# #D2.唐宁街首相府、二战纪念碑、二战女兵纪念碑，依次排列。
1560329782# #可怕的龙舟水！航班不是延误就是取消，只能在魔都住一晩了悲伤随遇而安吧，既来之则安之！抓紧时间在酒店写份意见书，晚上去约个饭好好医肚允悲
1564335877# #苏格兰高地。教堂、小溪、游艇、闲人，一切是多么和谐！这水特么居然是黑的，尼斯湖怪搞的吧！
1528254963# #我的中石化笑cry笑cry
1625988362# #曜玥湾，挺快的！半年已到22层了，估计年底能封顶。
1642144974# #第一次从荆州飞广州，小机场也挺好的。以为安检没人排队，却是头一次碰到来得早却安检时间未到，以前在其他机场从来都是可以提前几个小时安检的。
1564218087# #夏天秋雨惹人愁！
1557367953# #三亚，一座美丽的海滨城市。想当年，哥结婚没孩子时，每年和太太来一次，找个海边酒店住个几天，早上骑自行车环沙滩游，中午在房间看书看电视上网，下午泡泡海水，晚上去市区春园海鲜大排档吃饭，惬意幸福！后来孩子出生了，2010年和父母妻子带他来了一次，谁不知刚下机他就发烧，把我给气的抓狂
1530327630# #起个大早，赶个早集！反复权衡，也听取了同事的意见，在两家学校差不多的情况下，孩子大了最好还是遵从他的意愿，我们最终选择了BYGY，忍痛割爱HPGF。上午顺利通过面试，等待明天网上预录取—确认，下周去注册。
1547081677# #中学生活-社会实践活动。
1560179283# #喜欢玩躲猫猫笑cry笑cry笑cry真的是猫猫哦！
1632984176# #《长津湖》，先睹为快。缅怀先烈，牢记历史，珍惜来之不易的一切！祖国万岁！
1643953366# #是日立春，初四接灶神，恭喜发财、大吉大利！天公作美，晴空万里。我们一行十人来到岳母家乡-顺德，游览观光，巧的是旁边就是碧桂园总部。
1643953711# #碧江金楼（续）
1564834701# #再见，牛津！
1682769147# #到处人山人海，候车室、飞机上一堆小孩，欢声笑语。哥们飞机延误，赶不上预订的高铁票，只好改签，结果是无座，平生第一次！国铁，你要退部分钱挤眼这哪是报复性消费，这是报仇性消费。
1642846160# #寒假开始，开启大吃特吃，到了过年就没啥东西了，因为全广州的酒楼菜式几乎一样。
1544594889# #小米是个“吃货”，太太吃饭掉了几颗地上，它马上吃掉；看见奶瓶一脸兴奋、雀跃；有时们在家吃点啥，它就一脸卖萌地看着你，搞得你都不好意思不给点。就这样，面包屑、蛋糕卷、薯片什么都进入腹中，搞笑的是面包里的提子也照单全收，服了！最近猫粮也爱吃了，消化正常，我们每天都做“铲屎官”。另外呢
1548661673# #今天是孩子13岁生日，祝他身体健康、幸福快乐！好好学习、天天向上笑cry笑cry
1533381040# #D7.乘坐观光公交看伦敦之六。依次经过西斯特敏斯特教堂、议会广场、大笨钟、议会大厦、西斯特大桥、黄金眼。
1624879351# #不得不说，小蛮腰旁的这座珠江人行桥，真是漂亮！心心心
1533026965# #续3。伦敦眼。
1643853344# #好多年没看国足拙劣“表演”，今年也不例外，所以初一输球也不奇怪更没生气，但还是被网友段子逗乐了哈哈原文如下：中国男子足球，你不配！！！前两个字侮辱了一个伟大的国家；中间两个字侮辱了一个性别；最后两个字侮辱了一项运动允悲允悲
1548997312# #古老与现代。
1554543259# #有时候还挺佩服自己，都一把年纪了，头发稀疏，还能如此认真用心！特别是陪伴孩子这两年，他上课我加班；他作业我加班；他外教我加班；他弹琴我终于不用加班了！因为琴房实在小没地方。你问我为什么这么拼？无关名利，只是本心。哥们实在是害怕听到业务员那句“下周XX如果不上会项目就没啦”！笑cry
1669551626# #广州昨天阳7400+，社会面95，持平。下午外出购物，已可以买到猪肉，估计大家缓过来，发现供应充足，没必要恐慌！顺便去星巴克来杯麦芽雪冷萃，过几天它应该要下架了，星记空荡荡的大厅令人心塞。晚上借世界杯日本哥斯达黎加之战，给儿子详细讲解了足球规则和知识，并郑重告诉他，这才是世界第一运动，
1533380763# #D7.圣保罗大教堂，英国国家大教堂，它是人民纪念、庆祝、寄托哀思的主要场所，也是国家的象征之一。公元604年兴建，之后三次被北欧海盗烧毁。第四次建后又于1666年毁于伦敦大火，现状是1720年第五次兴建完成的版本，由克里斯多弗·雷恩爵士设计。设计师本人、滑铁卢战役统帅惠灵顿公爵、海军上将尼尔森
1533462143# #D8.观光车游伦敦之十。图七是谷歌英国总部。
1650353129# #出差武汉，下车后例行“落地核酸”，加上广州绿码兼48小时阴性，以为畅行无忧，却不料在去合作方的路上，想抄楚河汉街走近道却被拦住检查，这时发现我的湖北健康码，灰！了！允悲一头雾水，无奈之下只能绕道而行。后来才知在武汉当你健康码变灰后，所有的公众场所都会把你拒之门外，直到你健康码变绿
1533292875# #D6.新月广场。呈半圆弧形的建筑风格，中央一个大广场，草地上有人晒日光浴doge
1619184938# #周末，仰望高端玩家，静等竞拍结果。
1546912093# #小南国花园酒店，毗邻黄兴公园。
1564408922# #天高海蓝，风笛艺人。
1533056171# #D3.圣约翰学院。可惜关门了！惆怅。
1660698552# #好久没见过白云机场这么多人了！当然相对疫情前还是少一些。看到活蹦乱跳的孩子，随家人出外旅游，感觉真好！相信一切会慢慢好起来的！生活没有迈不过去的坎加油实话实说，今年我飞得也少了，很多时候是坐高铁，愧疚！进舱后基本满员，落座后乘务长上了杯热茶，顿感受宠若惊呀，以前没有这待遇。随口
1553674463# #天晴人少空气好！不错。
1564847251# #内宫大广场。不知哪家土豪，居然在此停了几十部跑车，阿斯顿马丁馋嘴馋嘴馋嘴舔屏舔屏舔屏
1522061444# #今晚就是这家了。
1635474724# #秋游
1551787500# #今天下午广州飞武汉，沿途一直颠簸，从飞机上看下面乌云密布，机师再怎么爬高也没用，估计整条航线都是雨带。哥去趟洗手间半天也出不来，因为根本就站不稳笑cry笑cry笑cry
1695428772# #有一丢丢想家，当然还有我的“小米”挤眼
1596979665# #鸡呜寺旁有明城墙，城墙后面是玄武湖。
1643621428# #年饭。
1670582762# #圣诞气氛，暂时忘却疫情烦恼。
1554789691# #雨中上海，分外妖娆哈哈
1535279437# #晚上继续嗨，约了相识相知二十载的老同事老友吃饭，我们去广州顶级自助餐-花园酒店360旋转餐厅哈哈哈哈哈哈最受欢迎的始终是生蠔啊！要排队。
1529232480# #端午假期适逢世界杯，本应是欢乐时光，哥却成个病夫泪每天木头木脑，精神不振，早早睡觉，唯一可以的是吃货本色，胃口还不错。今天陪读时，罕有地感觉课室冷气十足受不了笑cry事缘前两天去昆明出差，这春城真不是盖的！6月天芒种都过了，居然小雨加气温15度，虽然带了件“皮肤衣”，仍是寒气袭人，
1695297483# #观赏一场“乡超”篮球比赛哈哈水平不低啊！
1571496132# #此次回湖北参加堂妹的回门宴，见到阔别多年的她，不由感慨万千！中学时堂妹一直是学霸中的战斗机，长期稳居年级第一，有志清北却高考失手去了北航（其实也很不错哦）大学发奋努力考取MIT，硕博连读5年拿到博士学位！她的专业高分子材料复杂晦涩，真是难为了！后来在波士顿认识了现在的老公是哈佛生物化
1562806656# #长沙的确是吃货之家。我爱湘菜允悲
1533486119# #D8.观光船。重头戏：进军格林威治。
1644144573# #下午看了《狙击手》。有一说一，比较失望，情节臆造，场景太小，逻辑混乱，经不起推敲，整个片子没有什么激情和亮点，平铺直叙，索然无味。如果我是编剧，直接将特等功战斗英雄张桃芳的事迹挑选几个小故事进行组合，突出重点，适当加以艺术表达，不行吗？　
1680481875# #好久没来白云机场啦，年后第一飞，菜航。
1532958753# #D2-8。镇馆之宝-明成化鸡缸杯。
1533056120# #D3.女王学院也关门了泪不过，在附近看到了小橙和小黄。
1674557504# #正月初三，大吉大利、心想事成。早上去一楼陪母亲唠嗑，临时保姆挺尽责，还不错，明年可以继续这种方式。晚上一家陪岳母吃饭，当然是老人家喜欢的粤菜，不过是新派。
1569917952# #今天是十一国庆日，祝中华人民共和国生日快乐！祝福我们的祖国繁荣昌盛！身为中国人，必须爱国，这是基本朴素的情感。国家是文明的载体，爱国就是热爱自己的文化、历史和文明。历史赋予我们这代人建设好她，实现民族复兴国家富强。有国才有家，爱国就是爱自己。你站立的地方就是中国，也是我们祖先生活
1560564760# #赏花允悲允悲允悲
1665448631# #十月，风高气爽微笑
1696073786# #节日餐饮人山人海。孩子最爱“椰子鸡”舔屏
1590921730# #再来几张……
1563267541# #恒大旅游城，还真是上规模！
1535904193# #太太重新整理了孩子宿舍的储物柜，一番收拾后，真是整洁、干净、大方、美观，实用又方便。满满的爱啊！
1694173165# #出差上海两天，完美避开广州暴雨天doge下午回程航班是777。看到登机口排着长队，哥习惯往前找快捷通道，以为就几个人，却发现也是长队，罕见！后来才知道，这班机300个乘客，其中高端客120人，难怪。
1545737367# #我们家的小米，你最靓仔！告诉我你是怎么钻进洗衣机的？又是如何出来的？上天入地，无所不能笑cry笑cry
1544326326# #外面寒风凛冽，病房比较暖和，抓紧时间批改孩子的错题本，我是不是太拼？为自己点赞哈哈话说父亲运气还挺好，入院时刚好有个双人房，隔壁床的患者一直在ICU监护，但护士姐姐说这个床却早已订好保留，愿他早日康复！
1634099701# #看完《长津湖》，早餐试试土豆，还行吧！但想想冰天雪地中的冻土豆，真是没法吃。致敬伟大的志愿军战士！祖国万岁！
1549543099# #待我退休了，就去开家酒楼，在广州饮食太TM好挣钱了哈哈哈哈哈哈
1567479139# #我家猫咪昨晚又捉了一只蟑螂，正打算吃掉，被我强行阻止。结果它就这样子……，一副生无可恋的表情允悲允悲允悲
1597123239# #上海，近十年来过不下二十次吧，但基本是匆匆过客。今天，和家人慢慢逛，别有一番情趣。魔都，最喜欢的中国城市，没有之一。
1529539799# #六年了！熟悉的小路，今天毕业考，以后就是中学生了！爸爸再陪你走一次。希望你未来的路，每一步都走得踏实。
1680658904# #今早称了下体重，简直不忍直视。阳后没怎么运动，又过了个肥年，平时也没节制地胡吃海喝，还喜欢吃甜食，这样的结果不奇怪！夏天快到了，必须减下来，立面🏳️‍⚧️讲真呢，人胖了难受，不论是生理还是心理上，刚刚在高铁上，邻座的小伙子请我让让，尊称“大叔”允悲平时同事都是叫我哥，这是平生
1559890940# #一个去看《火凤凰》，一个去看《海蒂和爷爷》。两部电影都不是我的菜，唯有到处浪。端午安康！
1622802427# #美丽的天外校园。
1532850699# #D1.美好的一天，从自助早餐开始。
1549429043# #一个13岁，一个10岁，居然可以在小区的儿童乐园里玩半小时。
1533377593# #D7.乘坐观光公交看伦敦之二。
1533544129# #D9.肯辛顿花园，威廉王子住这里。晨曦中，老人坐椅上休息，晨跑者擦肩而过，孩子在喂鸽子。生活，美好！
1561335515# #大雨倾盆，近在咫尺，无法过去笑cry笑cry笑cry
1564077934# #初战告负，晚点，延误2小时……
1676184397# #大❤️广州
1649510041# #从上午开始，现在挑灯夜战。
1525585309# #黄埔广大附开放日。学校不算大，但胜在人少，三个年级十八个班，800人。最大特点是，教学楼、宿舍、饭堂、综合楼连为一体，无缝对接，非常方便。宿舍6、或8、或10人，空间非常大。
1595027163# #晨跑过来，3255步，大约1.6公里。这是新办公楼离家的距离馋嘴裙楼有家网红酒店—雅致酒店。
1530838043# #别了！黄埔广附，我会记在心里。实在抱歉允悲允悲允悲
1532973943# #D2.特拉法加广场。纳尔逊一战成名。
1549289094# #大年三十，，咱家小米也洗个热水澡！顺便也护理一下，迎接新年！
1535098476# #回广州，第一次在白云机场，从登机口出来。感觉非常怪异，很不习惯，T2航站楼还真是挺奇葩的笑cry
1669733131# #今晚12点前没球看，正好做罐泡菜，说不定准以后用得上挤眼
1620727219# #长沙，超级文和友。6点不到，人多！
1520954678# #晚上回到家，今天老婆出差香港。只能独自追剧，话说当年郑裕玲真漂亮，吸烟的姿态也美挤眼刘嘉玲应该差点，插曲是徐小凤《婚纱背后》，经典之作！
1556196866# #重读晚明史，击节长叹，感慨万千！当时内外交困，时局动荡，但国中尚有良将，杨嗣昌、孙传庭、卢象升、袁崇焕，哪个不能独当一面？可是崇祯……，傻雕！悲伤
1546484544# #这部5S陪伴了我整5年，现在该是告别的时候了！无他，手机本身没有问题，但16G内存容量不足，哥几乎无APP可用，工作时尽调的照片也无法拷贝到电脑，速度也慢，只能放弃。记得2014年1月4G刚推出不久，中国移动客服通知可以赠送苹果的情形。多谢了，伙计！我会好好留存，说不定哪天还会用到你笑cry
1561420470# #河北沧州，签到。匆匆一瞥，铁狮子的故乡挤眼
1678431804# #澳门美食，个性推荐：路环码头美食-鱼翅汤面、路环辉记茶座-叉烧蛋饭和白切鸡面（记得买高颈瓶装可乐，老情怀）、安德鲁葡挞、新鸿发总店-猪扒包和牛肉炒通粉、六记粥面-水蟹粥和竹升面、华记咖喱面食-咖喱牛肉汤粉。官也街和大三巴是网红打卡地，人多得不行，懒得凑热闹排队，只是试试阿day牛杂，两人
1671934291# #大太阳下，衔上还是没什么人。
1598278577# #花了两个小时，将九上化学粗看了一遍，化合物、化合价、化学方程式、一氧化碳还原性、元素周期表等几十年前的东西慢慢浮现上来……。明晩再努力一把，争取完成九上数学，把二次函数、圆心角、圆周角、弦、弧等知识点捡起来。我…，我太南了允悲
1568851669# #早班机，非假期，这么多人！不景气哈哈笑cry我不同意。
1613870943# #初中的最后一个开学日。中考冲冲冲，努力吧加油加油，骚年！爱你爱你
1554446259# #绿水青山就是金山银山哈哈
1614317010# #之前本订12点A航班，后取消订了13点半B航班。到了机场，小姐姐告诉我航路管制，B延误到16点起飞，要不咱改签A？它虽也延误了，不过13点半飞。好吧，转了一圈又坐回A允悲所以：凡事皆有定数，不必强求；一切早有安排，不要勉强笑cry
1533398998# #D7.等同于北京故宫的伦敦塔桥。
1557421678# #累了一天，轻松一下。教同事玩童年时的武汉牌“关三家”，这个很考记性，当然少不了运气和技巧。
1533658489# #D10.自然历史博物馆之二。
1541034796# #小猫叫小米，是只美国短毛。随着对环境的适应和熟悉，本性就显现了，活泼、好动、粘人、懒睡，不要猫粮，喜欢鸡胸肉和羊奶。孩子住校打电话，不问老爸要问小猫好不好！出我意料，小家伙还有攻击性，替它擦眼屎居然用爪子划伤了哥。平时撩事逗非，跟我抢座挤我走，最喜欢数椐线，常瞪着眼睛看我（如图）
1568852161# #广州、重庆，两个超大城市，两个经济强市，两个热点地区，之间的航班怎么会是一架14年机龄的319呢？正奇怪着，听到机舱广播本航班飞拉萨，经停重庆，方释然。原来是高原航班，必须考虑多重因素dogedoge
1556968064# #孩子推荐我看奥斯卡最佳影片《绿皮书》。本对此类反种族歧视的片没兴趣，不过看完之后觉得还行。现在的孩子们的品味真不一般good
1631017288# #孩子升上高中后，陌生的环境、陌生的同学，各种不习惯不适应，对母校非常思念。临近教师节，他自制了几份贺卡，挑选了一些小礼物，郑重其事地交待我俩，一定要在节日前送给敬爱的老师！老婆偷看了几张卡，其中一张卡对英语老师满怀悔意，述说由于后期态度不端正，导致英语中考不理想，深感辜负了老师殷
1668477852# #昨天广州阳了5000+，再上新台阶允悲但市区有些核酸检测点已撤，另有部分开始收费，价格几元不等，大广州正式进入核酸自费模式。适当放开可以，但进度别太快笑cry大家各自安好！珍重！
1597479220# #今天中考提前批录取线公布！华附728，省实二中723，执信719，广大附717，广雅712，六中707，铁一698，小弟猜中华附和铁一，广大附差一分，省实高估两分，二中低估三分。综合看，华附执信恢复正常，广大附稳步推进，六中突起，广雅退步，但前八排序不变。另，广外722天外712，七中十六中广中698压线。
1671928861# #罕见，五山尚德大厦的星巴克暂停营业！我还是低估了疫情，原本以为第一波峰已过，随着阳康增加，人气会好些！但事与愿违。好在麦记没停，进来落个脚吧！
1533488871# #这种“双簧戏”，哥三十年前就知道了哈哈
